timestamp,server_id,cpu_usage,memory_usage,disk_io,network_traffic,request_count,error_rate,response_time_ms
2024-01-01 16:23:00,web_server_1,31.77,43.56,86.91,34.16,279,0.9,67.73
2024-01-01 16:24:00,web_server_1,26.54,51.15,99.38,44.93,304,1.05,56.63
2024-01-01 16:25:00,web_server_1,24.67,50.62,103.42,41.31,274,1.23,65.7
2024-01-01 16:26:00,web_server_1,34.57,49.6,99.98,39.42,288,1.28,60.24
2024-01-01 16:27:00,web_server_1,31.68,52.04,115.02,38.33,258,1.43,69.6
2024-01-01 16:28:00,web_server_1,39.18,52.52,106.39,42.9,275,1.37,71.79
2024-01-01 16:29:00,web_server_1,33.69,50.85,97.24,40.82,298,1.35,55.65
2024-01-01 16:30:00,web_server_1,29.34,46.66,112.75,29.01,310,1.12,53.57
2024-01-01 16:31:00,web_server_1,27.4,45.01,85.51,42.9,284,0.92,50.07
2024-01-01 16:32:00,web_server_1,25.47,50.34,90.52,39.16,286,1.07,45.9
2024-01-01 16:33:00,web_server_1,25.22,50.33,106.58,28.66,265,1.0,91.06
2024-01-01 16:34:00,web_server_1,29.39,48.11,77.99,32.44,305,0.95,69.53
2024-01-01 16:35:00,web_server_1,34.96,47.8,115.8,32.61,292,1.21,68.84
2024-01-01 16:36:00,web_server_1,31.25,48.68,107.56,41.7,287,1.07,66.65
2024-01-01 16:37:00,web_server_1,29.04,49.53,90.41,26.77,306,1.29,74.74
2024-01-01 16:38:00,web_server_1,25.26,51.62,90.91,32.43,307,1.29,58.02
2024-01-01 16:39:00,web_server_1,29.78,48.38,98.04,32.85,307,0.25,65.32
2024-01-01 16:40:00,web_server_1,37.26,50.28,91.0,34.24,291,1.36,88.02
2024-01-01 16:41:00,web_server_1,39.23,54.22,117.05,22.65,272,1.56,88.91
2024-01-01 16:42:00,web_server_1,30.88,51.97,109.66,37.84,285,0.88,50.78
2024-01-01 16:43:00,web_server_1,27.38,48.16,78.78,39.77,278,1.09,65.59
2024-01-01 16:44:00,web_server_1,37.59,56.25,92.84,40.25,304,1.0,75.17
2024-01-01 16:45:00,web_server_1,32.61,44.43,92.63,34.55,295,1.24,56.39
2024-01-01 16:46:00,web_server_1,28.85,47.53,97.63,37.52,264,0.82,66.18
2024-01-01 16:47:00,web_server_1,28.4,53.99,113.08,36.19,266,0.79,74.12
2024-01-01 16:48:00,web_server_1,29.13,54.45,79.86,35.62,290,1.27,67.21
2024-01-01 16:49:00,web_server_1,22.83,53.77,105.08,26.81,302,0.8,64.57
2024-01-01 16:50:00,web_server_1,22.75,51.46,105.0,42.26,307,0.44,63.64
2024-01-01 16:51:00,web_server_1,27.23,57.12,116.39,41.61,284,0.78,65.07
2024-01-01 16:52:00,web_server_1,32.73,44.13,84.28,34.66,304,1.26,44.53
2024-01-01 16:53:00,web_server_1,28.31,47.85,100.76,36.07,288,0.9,46.78
2024-01-01 16:54:00,web_server_1,30.2,44.89,98.72,36.8,256,1.46,80.25
2024-01-01 16:55:00,web_server_1,40.92,49.53,110.82,29.1,288,0.92,84.4
2024-01-01 16:56:00,web_server_1,32.36,48.8,126.75,34.13,302,0.96,65.47
2024-01-01 16:57:00,web_server_1,24.95,51.19,90.63,34.96,267,0.87,70.68
2024-01-01 16:58:00,web_server_1,25.48,46.39,85.96,38.02,268,1.11,52.5
2024-01-01 16:59:00,web_server_1,28.56,48.83,100.9,34.64,276,1.14,54.68
2024-01-01 17:00:00,web_server_1,31.85,49.49,95.52,27.28,293,1.43,45.76
2024-01-01 17:01:00,web_server_1,20.66,51.32,102.64,30.62,299,1.26,65.76
2024-01-01 17:02:00,web_server_1,19.38,46.93,116.99,34.02,311,0.89,53.45
2024-01-01 17:03:00,web_server_1,24.27,52.05,99.53,28.04,306,1.01,52.79
2024-01-01 17:04:00,web_server_1,19.15,54.81,84.66,44.95,298,1.01,49.3
2024-01-01 17:05:00,web_server_1,33.32,46.73,98.11,34.38,329,0.65,68.54
2024-01-01 17:06:00,web_server_1,29.43,49.37,105.35,33.7,271,1.41,61.52
2024-01-01 17:07:00,web_server_1,27.64,49.66,110.74,34.34,274,0.81,63.45
2024-01-01 17:08:00,web_server_1,28.23,51.36,100.19,27.27,264,1.12,50.55
2024-01-01 17:09:00,web_server_1,24.92,52.12,99.61,26.39,282,1.21,51.88
2024-01-01 17:10:00,web_server_1,30.69,49.96,95.83,35.01,305,1.32,49.86
2024-01-01 17:11:00,web_server_1,24.68,49.84,77.78,33.71,294,0.91,62.06
2024-01-01 17:12:00,web_server_1,36.67,56.86,100.84,34.09,262,1.31,60.64
2024-01-01 17:13:00,web_server_1,26.07,48.9,99.44,43.32,289,0.67,63.3
2024-01-01 17:14:00,web_server_1,29.74,49.37,110.43,38.09,291,1.11,61.91
2024-01-01 17:15:00,web_server_1,38.12,48.88,102.5,45.1,295,1.01,69.25
2024-01-01 17:16:00,web_server_1,36.99,52.69,88.58,29.88,271,0.97,70.57
2024-01-01 17:17:00,web_server_1,26.52,50.25,95.13,36.62,295,0.86,48.3
2024-01-01 17:18:00,web_server_1,35.29,50.7,87.57,32.38,289,1.01,70.55
2024-01-01 17:19:00,web_server_1,32.08,53.35,94.14,45.02,285,1.16,73.47
2024-01-01 17:20:00,web_server_1,23.59,47.1,102.06,37.49,288,1.07,80.87
2024-01-01 17:21:00,web_server_1,31.28,52.7,107.88,30.69,279,1.01,80.09
2024-01-01 17:22:00,web_server_1,29.75,48.66,74.64,31.56,251,1.06,54.91
2024-01-01 17:23:00,web_server_1,28.41,56.27,89.0,35.68,248,0.65,65.24
2024-01-01 17:24:00,web_server_1,31.99,45.6,102.32,28.12,261,1.18,55.72
2024-01-01 17:25:00,web_server_1,34.09,56.05,85.45,23.77,309,1.34,68.28
2024-01-01 17:26:00,web_server_1,19.45,52.18,100.45,38.17,317,0.94,43.99
2024-01-01 17:27:00,web_server_1,28.04,51.71,100.05,36.04,277,0.89,36.76
2024-01-01 17:28:00,web_server_1,30.14,50.21,92.51,27.32,285,1.16,62.69
2024-01-01 17:29:00,web_server_1,28.38,47.9,101.81,25.93,310,1.07,76.74
2024-01-01 17:30:00,web_server_1,26.13,48.39,115.29,34.69,305,1.03,58.27
2024-01-01 17:31:00,web_server_1,32.05,48.52,99.64,35.58,289,1.22,70.41
2024-01-01 17:32:00,web_server_1,29.43,53.07,108.84,42.78,269,1.12,78.39
2024-01-01 17:33:00,web_server_1,32.37,47.93,100.45,29.57,267,1.24,48.3
2024-01-01 17:34:00,web_server_1,22.01,48.93,79.19,34.95,262,1.0,47.05
2024-01-01 17:35:00,web_server_1,34.37,52.67,95.11,37.19,256,1.19,86.89
2024-01-01 17:36:00,web_server_1,28.23,41.59,111.18,33.96,260,1.0,57.38
2024-01-01 17:37:00,web_server_1,17.11,45.19,97.31,39.23,256,0.94,53.43
2024-01-01 17:38:00,web_server_1,33.44,49.61,77.38,36.02,293,1.44,60.66
2024-01-01 17:39:00,web_server_1,33.36,49.3,88.58,29.98,297,1.24,74.42
2024-01-01 17:40:00,web_server_1,23.11,51.36,120.04,32.59,285,0.97,64.45
2024-01-01 17:41:00,web_server_1,27.32,52.33,106.45,22.73,275,0.92,50.22
2024-01-01 17:42:00,web_server_1,39.39,52.36,95.52,38.94,294,1.51,80.25
2024-01-01 17:43:00,web_server_1,24.27,43.32,95.95,35.84,301,1.12,72.68
2024-01-01 17:44:00,web_server_1,23.17,55.51,93.62,41.15,279,0.82,63.57
2024-01-01 17:45:00,web_server_1,25.85,47.19,101.47,32.98,280,1.03,67.75
2024-01-01 17:46:00,web_server_1,24.77,50.85,74.96,32.71,325,0.87,56.15
2024-01-01 17:47:00,web_server_1,29.81,47.64,83.92,35.0,288,1.04,80.23
2024-01-01 17:48:00,web_server_1,29.68,50.19,110.04,36.44,276,1.26,69.14
2024-01-01 17:49:00,web_server_1,23.51,49.68,97.57,32.66,271,0.84,46.37
2024-01-01 17:50:00,web_server_1,22.67,48.34,101.39,31.55,278,0.8,65.73
2024-01-01 17:51:00,web_server_1,22.77,48.9,95.43,41.12,316,1.3,66.73
2024-01-01 17:52:00,web_server_1,31.77,50.14,104.16,32.34,282,1.49,76.82
2024-01-01 17:53:00,web_server_1,21.71,48.86,131.17,39.33,273,0.94,70.62
2024-01-01 17:54:00,web_server_1,33.22,47.52,124.01,31.34,291,0.9,68.93
2024-01-01 17:55:00,web_server_1,25.94,52.72,84.51,34.57,301,0.58,49.23
2024-01-01 17:56:00,web_server_1,23.6,51.7,94.98,38.4,270,0.78,67.96
2024-01-01 17:57:00,web_server_1,25.52,51.74,102.84,37.13,328,0.78,67.12
2024-01-01 17:58:00,web_server_1,31.08,49.03,117.84,25.37,284,1.19,52.71
2024-01-01 17:59:00,web_server_1,23.61,49.56,88.42,37.43,283,0.71,61.66
2024-01-01 18:00:00,web_server_1,25.23,51.13,94.83,27.52,289,1.11,72.82
2024-01-01 18:01:00,web_server_1,25.49,52.5,84.76,27.67,219,1.3,76.85
2024-01-01 18:02:00,web_server_1,40.22,48.5,87.18,37.57,301,1.16,54.13
2024-01-01 18:03:00,web_server_1,18.99,47.82,87.83,33.54,285,0.88,60.53
2024-01-01 18:04:00,web_server_1,39.78,50.52,85.74,34.73,238,1.09,69.47
2024-01-01 18:05:00,web_server_1,22.7,46.85,86.39,35.4,285,0.6,68.75
2024-01-01 18:06:00,web_server_1,20.14,53.8,71.85,27.76,301,0.6,66.64
2024-01-01 18:07:00,web_server_1,26.47,48.84,92.57,25.44,270,1.05,43.8
2024-01-01 18:08:00,web_server_1,22.85,49.25,101.41,34.74,284,0.92,63.98
2024-01-01 18:09:00,web_server_1,21.83,48.64,93.91,33.92,284,1.13,76.24
2024-01-01 18:10:00,web_server_1,27.98,53.22,113.92,38.56,243,1.16,61.37
2024-01-01 18:11:00,web_server_1,9.29,48.33,80.01,35.25,271,0.84,66.72
2024-01-01 18:12:00,web_server_1,22.08,48.06,85.8,31.26,293,0.71,42.75
2024-01-01 18:13:00,web_server_1,23.19,41.56,104.09,33.18,277,0.91,78.11
2024-01-01 18:14:00,web_server_1,25.2,52.55,95.72,27.76,254,0.43,71.23
2024-01-01 18:15:00,web_server_1,30.32,55.52,98.97,38.54,279,1.13,84.97
2024-01-01 18:16:00,web_server_1,21.59,47.78,79.51,30.88,280,1.27,70.53
2024-01-01 18:17:00,web_server_1,20.04,45.72,86.0,27.68,284,0.67,59.65
2024-01-01 18:18:00,web_server_1,23.6,52.14,95.06,35.69,283,0.98,49.05
2024-01-01 18:19:00,web_server_1,25.86,46.7,86.69,32.2,262,1.35,86.78
2024-01-01 18:20:00,web_server_1,28.77,51.52,92.29,38.09,276,0.97,69.52
2024-01-01 18:21:00,web_server_1,21.24,45.44,93.69,33.32,237,1.31,58.93
2024-01-01 18:22:00,web_server_1,27.77,48.29,101.68,26.62,317,1.15,66.68
2024-01-01 18:23:00,web_server_1,31.63,52.27,86.84,31.96,268,1.21,73.91
2024-01-01 18:24:00,web_server_1,26.34,52.0,96.19,20.81,284,0.87,63.75
2024-01-01 18:25:00,web_server_1,25.1,45.84,102.18,24.02,278,1.13,59.85
2024-01-01 18:26:00,web_server_1,33.01,55.7,102.95,30.06,274,0.8,72.02
2024-01-01 18:27:00,web_server_1,23.24,48.2,97.9,38.11,311,1.04,36.1
2024-01-01 18:28:00,web_server_1,17.55,54.66,93.53,32.1,219,0.99,49.03
2024-01-01 18:29:00,web_server_1,24.82,45.0,103.56,30.5,257,1.03,62.32
2024-01-01 18:30:00,web_server_1,33.33,45.89,102.29,32.07,275,1.01,75.61
2024-01-01 18:31:00,web_server_1,26.22,49.94,105.05,25.55,284,1.08,80.6
2024-01-01 18:32:00,web_server_1,23.85,51.33,101.66,35.82,247,0.96,58.05
2024-01-01 18:33:00,web_server_1,26.8,50.04,85.9,23.61,277,0.94,50.74
2024-01-01 18:34:00,web_server_1,26.46,47.86,88.54,23.04,264,1.02,65.49
2024-01-01 18:35:00,web_server_1,28.74,49.76,104.55,34.14,305,0.97,47.82
2024-01-01 18:36:00,web_server_1,28.43,52.17,94.24,24.89,270,1.02,75.64
2024-01-01 18:37:00,web_server_1,26.32,50.09,85.67,36.88,282,0.91,58.44
2024-01-01 18:38:00,web_server_1,25.12,49.14,81.64,30.84,286,1.0,51.82
2024-01-01 18:39:00,web_server_1,26.54,47.99,92.38,38.12,273,0.94,68.13
2024-01-01 18:40:00,web_server_1,17.74,53.55,107.14,33.61,260,0.86,67.8
2024-01-01 18:41:00,web_server_1,33.8,46.82,95.9,30.86,252,1.55,75.82
2024-01-01 18:42:00,web_server_1,8.59,51.52,94.01,33.07,258,0.72,49.75
2024-01-01 18:43:00,web_server_1,27.32,46.47,88.7,33.72,260,1.3,50.37
2024-01-01 18:44:00,web_server_1,26.63,49.95,89.14,30.63,293,1.05,58.84
2024-01-01 18:45:00,web_server_1,25.44,54.18,94.16,34.39,285,0.82,72.93
2024-01-01 18:46:00,web_server_1,28.81,49.18,84.77,26.23,282,1.11,56.04
2024-01-01 18:47:00,web_server_1,23.28,48.17,92.64,28.88,256,0.98,63.1
2024-01-01 18:48:00,web_server_1,28.94,58.11,106.44,29.96,275,1.14,65.72
2024-01-01 18:49:00,web_server_1,30.91,47.47,86.99,30.67,267,0.77,52.63
2024-01-01 18:50:00,web_server_1,23.54,55.94,81.34,25.81,287,0.94,60.96
2024-01-01 18:51:00,web_server_1,19.01,47.23,94.52,33.1,306,0.71,56.83
2024-01-01 18:52:00,web_server_1,23.11,50.03,97.25,27.57,276,0.95,57.48
2024-01-01 18:53:00,web_server_1,16.24,50.0,84.82,30.91,272,0.75,41.24
2024-01-01 18:54:00,web_server_1,31.93,48.6,91.57,37.91,257,1.2,46.96
2024-01-01 18:55:00,web_server_1,33.98,51.14,104.6,28.69,251,1.02,64.22
2024-01-01 18:56:00,web_server_1,30.7,49.23,79.53,30.51,302,1.51,54.73
2024-01-01 18:57:00,web_server_1,28.38,47.5,106.64,18.9,264,0.69,66.48
2024-01-01 18:58:00,web_server_1,18.3,48.82,91.86,30.24,246,0.58,49.1
2024-01-01 18:59:00,web_server_1,20.32,48.65,76.96,30.48,266,0.92,63.06
2024-01-01 19:00:00,web_server_1,23.79,49.29,76.79,26.8,265,0.71,72.03
2024-01-01 19:01:00,web_server_1,25.12,41.41,90.77,30.97,260,1.17,71.66
2024-01-01 19:02:00,web_server_1,16.75,51.53,77.64,20.01,244,0.79,62.04
2024-01-01 19:03:00,web_server_1,28.11,51.99,74.12,27.3,225,0.9,81.09
2024-01-01 19:04:00,web_server_1,17.38,49.74,85.06,33.92,253,0.82,59.81
2024-01-01 19:05:00,web_server_1,19.65,48.99,87.68,27.6,243,0.84,57.37
2024-01-01 19:06:00,web_server_1,14.67,50.59,84.97,29.7,249,0.46,59.26
2024-01-01 19:07:00,web_server_1,21.84,55.88,71.29,30.78,226,0.78,53.36
2024-01-01 19:08:00,web_server_1,32.36,51.3,90.33,17.83,256,0.98,71.19
2024-01-01 19:09:00,web_server_1,23.41,51.14,98.52,22.84,244,0.75,55.78
2024-01-01 19:10:00,web_server_1,23.06,49.54,105.6,19.47,204,0.76,75.43
2024-01-01 19:11:00,web_server_1,23.23,49.36,107.26,25.15,197,0.43,50.9
2024-01-01 19:12:00,web_server_1,25.62,49.2,85.32,14.19,257,1.02,61.9
2024-01-01 19:13:00,web_server_1,15.81,53.52,95.19,35.14,213,0.78,47.28
2024-01-01 19:14:00,web_server_1,27.61,48.04,98.5,24.58,279,1.2,55.8
2024-01-01 19:15:00,web_server_1,27.81,51.19,81.29,30.53,248,1.32,74.85
2024-01-01 19:16:00,web_server_1,24.83,51.12,82.71,28.99,229,0.81,67.66
2024-01-01 19:17:00,web_server_1,30.26,42.53,93.92,23.45,262,1.14,72.47
2024-01-01 19:18:00,web_server_1,21.42,56.56,79.29,34.23,247,1.07,58.56
2024-01-01 19:19:00,web_server_1,16.44,56.1,67.7,26.08,246,0.83,52.7
2024-01-01 19:20:00,web_server_1,18.61,46.59,91.71,37.29,246,0.65,60.5
2024-01-01 19:21:00,web_server_1,14.07,51.54,110.37,26.7,261,1.09,69.18
2024-01-01 19:22:00,web_server_1,23.89,50.24,75.28,17.98,215,0.75,88.54
2024-01-01 19:23:00,web_server_1,21.32,50.88,85.2,26.85,265,0.61,52.38
2024-01-01 19:24:00,web_server_1,15.25,53.7,74.38,32.3,231,0.91,64.85
2024-01-01 19:25:00,web_server_1,15.35,52.28,84.12,29.82,252,0.84,48.96
2024-01-01 19:26:00,web_server_1,15.96,51.16,96.25,22.48,239,0.8,51.88
2024-01-01 19:27:00,web_server_1,20.38,51.97,85.14,24.91,306,0.74,65.77
2024-01-01 19:28:00,web_server_1,13.42,50.23,80.04,20.18,257,0.52,45.8
2024-01-01 19:29:00,web_server_1,20.98,44.51,82.88,19.7,225,0.65,67.33
2024-01-01 19:30:00,web_server_1,20.09,47.05,86.28,32.59,250,1.2,73.68
2024-01-01 19:31:00,web_server_1,25.71,53.25,96.45,25.82,240,1.01,71.07
2024-01-01 19:32:00,web_server_1,24.82,55.99,91.18,24.5,231,1.02,53.49
2024-01-01 19:33:00,web_server_1,26.01,48.87,97.22,26.05,260,0.73,48.38
2024-01-01 19:34:00,web_server_1,28.63,49.72,90.91,24.06,267,1.23,47.82
2024-01-01 19:35:00,web_server_1,23.5,53.81,86.96,14.05,234,0.71,59.35
2024-01-01 19:36:00,web_server_1,23.57,45.51,74.54,29.34,227,1.13,58.44
2024-01-01 19:37:00,web_server_1,26.13,46.41,86.44,24.7,228,1.15,49.21
2024-01-01 19:38:00,web_server_1,12.37,49.63,97.01,33.9,229,0.85,59.0
2024-01-01 19:39:00,web_server_1,16.18,50.56,81.14,27.93,239,0.86,56.88
2024-01-01 19:40:00,web_server_1,21.11,49.11,99.31,24.33,237,0.91,59.58
2024-01-01 19:41:00,web_server_1,21.02,54.22,82.49,33.77,231,1.21,70.11
2024-01-01 19:42:00,web_server_1,21.78,51.31,87.19,30.92,254,0.95,61.47
2024-01-01 19:43:00,web_server_1,21.33,49.49,82.72,22.08,229,1.29,69.97
2024-01-01 19:44:00,web_server_1,24.98,45.72,97.18,28.78,272,0.82,45.69
2024-01-01 19:45:00,web_server_1,18.77,49.25,93.63,34.63,249,1.21,50.41
2024-01-01 19:46:00,web_server_1,26.41,49.73,75.67,26.94,225,1.03,66.98
2024-01-01 19:47:00,web_server_1,28.58,48.37,83.17,24.5,245,1.12,81.22
2024-01-01 19:48:00,web_server_1,25.4,46.69,75.82,27.07,255,0.86,56.34
2024-01-01 19:49:00,web_server_1,18.72,50.26,96.23,35.73,269,1.21,57.01
2024-01-01 19:50:00,web_server_1,23.43,46.7,107.49,22.08,273,1.09,62.8
2024-01-01 19:51:00,web_server_1,22.24,47.27,88.05,28.65,273,1.07,48.97
2024-01-01 19:52:00,web_server_1,23.5,48.04,77.22,29.52,231,1.3,41.77
2024-01-01 19:53:00,web_server_1,20.76,48.97,83.42,28.73,254,1.23,76.18
2024-01-01 19:54:00,web_server_1,22.32,51.97,88.56,29.25,246,0.87,51.46
2024-01-01 19:55:00,web_server_1,32.32,54.24,89.23,15.83,275,0.79,82.3
2024-01-01 19:56:00,web_server_1,28.71,47.37,88.0,29.8,192,1.5,62.47
2024-01-01 19:57:00,web_server_1,24.07,49.17,90.06,28.39,236,1.1,52.01
2024-01-01 19:58:00,web_server_1,18.58,52.53,100.95,19.93,262,0.96,77.76
2024-01-01 19:59:00,web_server_1,31.28,50.77,101.92,25.52,195,1.44,63.75
2024-01-01 20:00:00,web_server_1,19.37,52.58,92.79,15.65,202,0.82,51.43
2024-01-01 20:01:00,web_server_1,16.75,50.55,80.09,17.58,211,1.02,54.11
2024-01-01 20:02:00,web_server_1,15.63,51.48,72.34,26.46,224,1.1,53.07
2024-01-01 20:03:00,web_server_1,10.95,50.55,82.68,13.72,211,0.65,55.16
2024-01-01 20:04:00,web_server_1,14.69,49.22,72.22,21.59,230,0.8,67.5
2024-01-01 20:05:00,web_server_1,15.96,45.58,83.06,13.16,246,0.53,69.86
2024-01-01 20:06:00,web_server_1,21.12,43.19,94.61,23.49,252,1.04,50.95
2024-01-01 20:07:00,web_server_1,18.95,51.25,118.82,22.55,225,0.74,59.69
2024-01-01 20:08:00,web_server_1,24.88,47.51,62.05,20.79,256,1.11,71.33
2024-01-01 20:09:00,web_server_1,19.8,49.28,86.86,27.87,236,1.62,60.86
2024-01-01 20:10:00,web_server_1,18.15,51.17,86.32,34.11,212,0.82,63.62
2024-01-01 20:11:00,web_server_1,18.79,48.21,71.86,22.19,211,1.1,43.72
2024-01-01 20:12:00,web_server_1,19.31,48.89,66.88,22.02,242,0.91,47.39
2024-01-01 20:13:00,web_server_1,21.11,51.1,75.69,17.49,231,0.8,68.61
2024-01-01 20:14:00,web_server_1,18.36,56.03,70.87,27.21,224,1.02,55.37
2024-01-01 20:15:00,web_server_1,16.07,50.67,89.03,30.71,252,0.96,60.53
2024-01-01 20:16:00,web_server_1,18.3,51.56,77.34,22.42,192,0.89,69.34
2024-01-01 20:17:00,web_server_1,16.15,53.21,74.79,25.96,252,1.03,48.14
2024-01-01 20:18:00,web_server_1,24.87,49.73,47.4,25.31,216,0.69,35.87
2024-01-01 20:19:00,web_server_1,18.18,51.27,66.88,23.96,243,0.42,44.12
2024-01-01 20:20:00,web_server_1,21.06,56.05,75.1,13.23,239,0.8,65.97
2024-01-01 20:21:00,web_server_1,12.68,49.76,81.89,22.58,206,0.99,45.64
2024-01-01 20:22:00,web_server_1,12.53,49.86,103.6,23.89,230,0.58,51.51
2024-01-01 20:23:00,web_server_1,21.15,50.77,79.76,16.83,212,0.6,49.45
2024-01-01 20:24:00,web_server_1,26.1,52.56,62.4,16.59,187,1.21,63.42
2024-01-01 20:25:00,web_server_1,17.11,53.26,67.27,31.31,225,1.22,64.36
2024-01-01 20:26:00,web_server_1,12.33,48.81,83.5,26.65,206,0.8,51.01
2024-01-01 20:27:00,web_server_1,18.72,49.45,74.62,24.18,201,1.07,62.49
2024-01-01 20:28:00,web_server_1,25.3,47.64,88.42,23.05,221,1.07,63.22
2024-01-01 20:29:00,web_server_1,23.44,53.78,71.38,24.65,221,1.0,57.75
2024-01-01 20:30:00,web_server_1,17.22,53.13,85.65,27.44,224,1.02,64.06
2024-01-01 20:31:00,web_server_1,27.31,48.59,84.56,28.23,233,1.02,62.67
2024-01-01 20:32:00,web_server_1,16.97,51.83,97.6,19.19,214,1.19,40.21
2024-01-01 20:33:00,web_server_1,13.17,47.76,71.42,30.2,240,0.96,46.66
2024-01-01 20:34:00,web_server_1,26.76,51.64,91.19,25.91,200,1.23,70.74
2024-01-01 20:35:00,web_server_1,22.02,50.98,74.61,19.51,220,0.83,62.97
2024-01-01 20:36:00,web_server_1,16.26,57.04,74.52,16.85,230,0.96,61.64
2024-01-01 20:37:00,web_server_1,13.34,44.84,71.86,24.43,236,0.72,57.31
2024-01-01 20:38:00,web_server_1,16.57,48.84,76.27,24.0,250,0.92,53.57
2024-01-01 20:39:00,web_server_1,10.24,49.67,51.99,15.21,231,0.9,68.02
2024-01-01 20:40:00,web_server_1,12.39,47.68,77.15,23.77,210,0.66,54.7
2024-01-01 20:41:00,web_server_1,22.05,55.03,78.01,24.52,209,1.24,82.5
2024-01-01 20:42:00,web_server_1,15.28,42.94,70.74,22.91,211,0.87,53.62
2024-01-01 20:43:00,web_server_1,20.94,50.11,91.27,22.59,238,0.8,69.54
2024-01-01 20:44:00,web_server_1,22.01,48.42,52.99,19.78,225,0.91,62.89
2024-01-01 20:45:00,web_server_1,19.65,56.91,73.36,30.32,240,0.95,53.79
2024-01-01 20:46:00,web_server_1,16.99,50.36,69.44,8.94,222,0.71,56.49
2024-01-01 20:47:00,web_server_1,15.66,47.48,82.38,25.07,199,0.8,62.01
2024-01-01 20:48:00,web_server_1,12.82,50.75,72.67,27.54,225,0.78,54.71
2024-01-01 20:49:00,web_server_1,22.15,53.46,85.29,14.79,226,1.05,61.77
2024-01-01 20:50:00,web_server_1,18.24,45.09,72.37,24.07,186,0.64,51.02
2024-01-01 20:51:00,web_server_1,29.35,49.28,90.53,22.41,238,1.28,42.96
2024-01-01 20:52:00,web_server_1,20.54,45.4,64.01,25.66,202,1.41,63.43
2024-01-01 20:53:00,web_server_1,14.62,52.32,99.41,14.43,214,0.9,56.97
2024-01-01 20:54:00,web_server_1,19.32,50.73,94.87,28.71,264,0.87,65.27
2024-01-01 20:55:00,web_server_1,20.03,53.14,81.98,20.06,234,1.03,61.27
2024-01-01 20:56:00,web_server_1,22.78,49.79,91.38,19.06,239,0.85,46.58
2024-01-01 20:57:00,web_server_1,16.48,47.39,90.37,18.09,218,0.76,78.59
2024-01-01 20:58:00,web_server_1,24.36,58.32,93.04,30.48,228,1.47,61.88
2024-01-01 20:59:00,web_server_1,12.34,49.53,80.35,24.72,226,1.09,69.08
2024-01-01 21:00:00,web_server_1,12.31,50.55,62.89,22.04,227,0.48,61.9
2024-01-01 21:01:00,web_server_1,16.17,55.52,80.86,11.84,194,0.68,57.89
2024-01-01 21:02:00,web_server_1,14.96,49.06,81.13,12.3,184,0.76,58.85
2024-01-01 21:03:00,web_server_1,14.73,52.64,74.89,23.43,195,1.07,63.15
2024-01-01 21:04:00,web_server_1,10.69,49.74,74.14,15.84,217,0.54,57.12
2024-01-01 21:05:00,web_server_1,8.63,54.58,75.87,30.95,214,0.54,57.32
2024-01-01 21:06:00,web_server_1,23.2,51.42,68.3,18.05,190,0.76,48.07
2024-01-01 21:07:00,web_server_1,11.65,52.69,77.8,14.21,223,0.42,56.9
2024-01-01 21:08:00,web_server_1,6.74,44.66,79.26,13.94,211,0.47,47.8
2024-01-01 21:09:00,web_server_1,15.82,52.84,88.73,10.7,212,0.27,54.26
2024-01-01 21:10:00,web_server_1,7.43,49.09,70.96,26.58,213,0.84,62.13
2024-01-01 21:11:00,web_server_1,17.33,54.87,79.66,14.61,180,1.08,60.12
2024-01-01 21:12:00,web_server_1,15.07,53.6,80.96,24.34,170,0.92,67.92
2024-01-01 21:13:00,web_server_1,20.39,49.12,71.72,15.56,195,0.78,43.75
2024-01-01 21:14:00,web_server_1,19.75,50.58,91.76,21.06,195,0.76,57.35
2024-01-01 21:15:00,web_server_1,19.44,46.3,72.15,17.04,216,0.79,42.94
2024-01-01 21:16:00,web_server_1,11.53,56.24,65.86,20.24,199,1.08,54.24
2024-01-01 21:17:00,web_server_1,21.21,52.57,74.27,23.26,203,0.91,66.72
2024-01-01 21:18:00,web_server_1,12.87,49.95,74.18,20.45,205,0.75,39.06
2024-01-01 21:19:00,web_server_1,11.45,48.68,79.93,23.8,194,0.13,38.66
2024-01-01 21:20:00,web_server_1,15.83,50.67,77.37,24.39,230,0.65,51.67
2024-01-01 21:21:00,web_server_1,19.48,49.85,68.69,19.33,194,0.88,67.16
2024-01-01 21:22:00,web_server_1,12.85,52.33,81.4,22.91,183,0.92,72.6
2024-01-01 21:23:00,web_server_1,15.15,46.48,65.78,18.98,201,0.65,29.03
2024-01-01 21:24:00,web_server_1,18.14,51.47,73.63,20.18,182,1.25,60.07
2024-01-01 21:25:00,web_server_1,23.95,43.65,89.74,17.91,224,1.08,75.18
2024-01-01 21:26:00,web_server_1,13.1,50.43,57.72,15.86,172,0.75,57.93
2024-01-01 21:27:00,web_server_1,20.01,48.57,64.42,15.55,183,0.66,66.12
2024-01-01 21:28:00,web_server_1,14.73,48.92,82.3,18.27,179,1.27,60.12
2024-01-01 21:29:00,web_server_1,9.88,54.63,75.55,26.59,192,0.81,56.3
2024-01-01 21:30:00,web_server_1,15.48,50.02,66.23,20.73,205,1.09,59.56
2024-01-01 21:31:00,web_server_1,16.75,48.99,73.04,24.47,208,0.78,71.64
2024-01-01 21:32:00,web_server_1,13.0,49.06,82.61,23.76,216,0.65,61.81
